configuration,task_id,round,status,dispatched,metric,score,cost_usd,input_tokens,cached_tokens,output_tokens,reasoning_tokens,evaluation_sha256,stats_sha256
FlowOnly,archeology-hard-5,first,completed,true,success,0,0.061348,104866,97142,2206,698,3f56f330bcf8bcfd54051db25b1d232e90f239d5fd2223977692853d2776c809,1e158f1f846c9dc5f61d1d9d8d0890a4e6d10f84efc4a0bf24f384d5859e2c6e
FlowOnly,archeology-hard-7,first,completed,true,success,1,0.042665,56242,52675,2083,742,a2bc7a9fae067ebaa934690268d33861da41693fb771c47514633b5ec604616f,b9a8dcc674d00c259977d0a61b439c8bf74f75ecdd05a65a4ec44fc665c191d9
FlowOnly,archeology-hard-9,first,completed,true,success,0,0.030504,43633,40768,1385,413,fe9639880aa843135d81436c0f865bb04a471bf0aec7818fb2b13430bb513147,a69fd0d07bb50de06cc1643e66b55563de86594f887269d76c15dcf66189258e
FlowOnly,astronomy-easy-1,first,completed,true,success,0,0.034057,52344,49813,1586,973,50cfddbf714d2049050a0ed96d1a5f2fe70e3a4625e99425d3395f4376148527,197595611e8efd2a7f24f5e5deff5450979295c8673558801cdcf98e32079d96
FlowOnly,astronomy-easy-2,first,completed,true,success,1,0.017329,32394,29453,463,52,aac83118de50a04d326f4980cc12ad863c139849abd3ae7eef90e0cd6c04f08e,1eadccc011e5a798e2ac82dfbd30930bae9c3223257b268b8a5f734ce8e12e08
FlowOnly,astronomy-easy-3,first,completed,true,success,0,0.042962,60479,54911,1737,743,a3ca05768899aa36d779a38898e5d213ff63deec9ce62fb9e4395d0ef4c0a930,5a18a625854f197616de51102c5329170b2880046e760d3403da3d8c5ab58c18
FlowOnly,astronomy-easy-4,first,completed,true,llm_paraphrase,0,0.032165,53523,49927,1249,359,946d70fb97b81559475d58cbcf483a12d987b8f6783f602dae4230b75954260c,5e532b4c1f148a3c4f461b6b999b797de882fc0ea678e5b2a84be445b6093a84
FlowOnly,astronomy-easy-5,first,completed,true,success,1,0.033825,54596,51504,1445,679,42daf282a844124a53b208dd1040b89c78f6674b04c2ce9dea71ac77d50e7145,651d7c68a8e3c42bc5ff2fe0b6728dc5f559fe121852b6a5e647aeee7c76ee54
FlowOnly,astronomy-easy-6,first,completed,true,f1_approximate,0.0,0.020707,32615,29575,726,176,64166bfcb0dccdc485ab9d8fe1e1ccba764f1206587196363db16a5e21b528d0,dd9692661a49cf9b4b75762ab29ac27b21b9f1f63079d1742188923c9acf57d5
FlowOnly,astronomy-hard-10,first,completed,true,f1,1.0,0.093012,109869,101690,4693,943,de157af8355a779032534cd5e4ba29c614d5bf652c1cdacdb1e596da36d36a3b,af0527a5a4b5aa60970d5dd21cfc3a1b09d9463a804a7a59d9db434221989cd8
FlowOnly,astronomy-hard-11,first,completed,true,success,0,0.129742,168226,156699,6279,2520,839ac73809582a469ff097ea7015692651da703a0b3df4c7be50eeb687f4dffa,71effce089b7b637e5c75db9a0dacffb50c8038d37be04ca2388bfb669079f1c
FlowOnly,astronomy-hard-12,first,completed,true,success,0,0.048645,57887,53434,2421,1066,b7305b4012129963af903f430b05e010464d3a43938e93825e09bbb556785009,3b1e744d69ccd9bc0dd191532a052b8ecaa2eca704e1330e9a0a3d269fe993b8
FlowOnly,astronomy-hard-7,first,data_readiness_blocked,false,success,0,,,,,,858462549269b9705f9bc107351154aa5edddd9135b273c97f7aface23a557bb,db047ade2dde416f9c32dd7fc2383c3a6bbe4d4361c42c05d3b10c1fe9e9b114
FlowOnly,astronomy-hard-8,first,completed,true,f1_approximate,0.0,0.067861,74034,68426,3580,1318,27700e725b8c47c98e62bc805214f55b5d912cabc9d9c86a2c73085a8642b651,399b4a551a308479bf04a04c2c8690fea32e3c2694643c88e5362b7e43ff9149
FlowOnly,astronomy-hard-9,first,completed,true,success,1,0.089425,174380,163995,2988,1076,9cd9d95b37c0d7e2853b6136522804d05920a60d532064d17b7edeaa14063337,0d1f02ac564815bf2109c08559ad6df63e0aecb69d77b2f749f2ada4eb898a20
FlowOnly,biomedical-easy-2,first,completed,true,success,0,0.032272,76002,72511,899,306,aa9f0ba55db471cdbca39ba7694954326d069c00afe15c99f324c1efe0733b03,0e857ca7accbfaa20685cd032f69148a110429841d6b21e6d7cb7515276d8661
FlowOnly,biomedical-easy-6,first,completed,true,success,1,0.022944,52061,49179,612,141,3a621dfd81b5311decf4e81105f1392206fbb758ad1a13c6544672b72067e5d3,8dae3d1af848cc877201c12c35e3efeba3fb779f23e5acb68d80fcd1306933a6
FlowOnly,biomedical-easy-9,first,completed,true,success,1,0.036364,69625,65959,1320,559,7eaa3d5be405301d3af424c96e453a5c9e937529773bf08cf798d4ea22373c55,8e2d0ca5855b277dc7cd73e5c71c8029757b8689e1526b477bcb284b209471c1
FlowOnly,biomedical-hard-1,first,completed,true,success,1,0.039287,68190,64174,1535,430,2e66586c0299bfdea7d356e387bf883993319921d2aa20a78085e1304147a209,a9b5cd781af959d5ba9fcec6f65ad2e1eabdc1853f81318fcb11b6aba381701e
FlowOnly,biomedical-hard-3,first,completed,true,success,1,0.046486,108919,103549,1253,339,f1d2ce39328aee6ec3fe4323e41b5def3207d66e6f87e19001925dca1e1b5573,43e75dda4e1c08f8293bc6dd08b2951e40e7a0e977b7ecbea76b7c483c40ba8b
FlowOnly,biomedical-hard-4,first,completed,true,f1,1.0,0.058375,94885,86897,2085,477,480c457ca6e42bf9aea10231ceb2272d3848474c34a080466d30998ddf439f59,fcdb2464bc7bc52d2470dac2678ce0ae974ee1799d62aa91cb8798aa588abff7
FlowOnly,biomedical-hard-5,first,completed,true,success,0,0.035132,80279,75828,922,240,4ebab59722a0e88d4ddfc2852ea98d490da744e9e1087f141b585439e4f9c3f4,95baa6332ac312f3912a0c842d7f22f1ab9585928d2d73af526d644a457f5df5
FlowOnly,biomedical-hard-7,first,completed,true,success,0,0.009021,29481,29045,195,34,98adbcc97aab5fa44e02e7d66ef0fdf103bd502de6b125578394cd6ce9e4e059,8347f889fde2bc50006b3c51ee09db0e58473cce6050667e3c8f43b0f08c4872
FlowOnly,biomedical-hard-8,first,completed,true,f1,1.0,0.024489,45767,41974,709,189,a01c12cda365cca6d03d51839f24fafd128a782650222bda6f18ce95d8987ac7,7303bc685c134963dc99147a73d20e438910f29495679ef4858b15e56f16719f
FlowOnly,environment-easy-1,first,completed,true,success,1,0.017981,41158,39015,491,106,ad6ed1e5a19cbecd81e817b8876961b6be4c9274c7bbf5290d77c0523262089f,250b92bd1588da1015258d195494213603ac3a5f350d1f2089b15e784e3d3097
FlowOnly,environment-easy-2,first,completed,true,f1,1.0,0.037275,54699,50755,1603,495,524c0e86316c730c3d489f898a8de4b199f1c357dc9228044cd7955a4b5b51d4,1d627686a35c94a9b629b3a55e785856ebce5e9c5dcadd1c6e55536038f41fac
FlowOnly,environment-easy-3,first,completed,true,success,1,0.02192,31475,28768,896,263,56ddff7d8ae5cd9b5759c14b8c807cd908762ab18a3317a8aa40b11bb253d97a,709406b26e3446186e17b2870433d857a3ff3c63542dc0ee5ca518be459ea331
FlowOnly,environment-easy-4,first,completed,true,success,1,0.042902,92920,88070,1299,334,4915d26f1eed0221b6942a49d785b9778abfad9152ce01101a98d4e0b2dd326c,9de8f527c12b026e343c113e128d4cbcd7dda28debd8beb8e581a9f2b9d31b1f
FlowOnly,environment-easy-5,first,completed,true,success,1,0.016218,30947,28449,461,65,cedb662c5fc56b5d5c7bac469e2007dae585b210dea7edd3c32cc043abb908d4,a0d0dda8b57b26f6c154a1a2570adcf4e5d4bc60f38cb3791eada4dc7b364d38
FlowOnly,environment-easy-6,first,completed,true,success,1,0.024893,41709,39354,1026,462,ee360f393fa625a42177b1b5dc8e68ecc54fde574705503bde6b15634943a89e,6bf5c47ae7c1b156af6e5e39a10df8b74312369181947bff26128453c46ffb4f
FlowOnly,environment-hard-10,first,completed,true,success,1,0.038647,58918,54587,1589,845,14bd5792125d2900e70ca97e838f650913014abc5a72b6ef182f21331c71c033,32a6d5fd6e5698a9a7d48868c4758156d5429640ee0d1c442a747e7c15db0594
FlowOnly,environment-hard-11,first,completed,true,success,1,0.027667,52184,49505,1034,426,f206df20652e8c451cd8092488f2063bde37396a614f2f9fdc787bdeb1765654,c16d67430af0cc5d1c28cc6277181029e671443348c0451c2697e563f0979298
FlowOnly,environment-hard-12,first,completed,true,llm_paraphrase,1,0.060349,74895,64923,2285,299,e51f2fb3cf74910d205db4ad726daf7e6ea0818e0bc9121eda486be853df4daf,787f9daadc6e2ec42ee5348feff879166ea543c9c02396eb5822f337a7dbf1f4
FlowOnly,environment-hard-13,first,completed,true,success,1,0.02736,52410,49340,946,357,e67afdf67799b629b74b5699c4d5ed0c6c1d67fb99e82d4341aff0353ef370dd,33e85b8e48ae1b54b0da2d29ba457c09a157f17abd88856186e62b713c455681
FlowOnly,environment-hard-14,first,completed,true,success,1,0.062817,75643,69576,3064,630,fcfdc49cecce9f04f89c7e464f7132348e229eab57cd04b2f404035267833924,90eb8e3aa58fa460c4aa09a9ab80def842df0ccdfba0cfd4e0649e30a71fbf86
FlowOnly,environment-hard-15,first,completed,true,success,1,0.022207,30963,28213,922,223,349ca65fdc34889a4d8cbdeee7da21f5adead553d00b0b20cd05d2b0ebbaabe9,f2f0e88df37001404941947ee730a583ed7a242de84b298766ba7f5bd9932b6e
FlowOnly,environment-hard-16,first,completed,true,success,0,0.032649,55418,51604,1225,591,be447b76b73fa866b0c966814602895095c12dae24272a66af79a87154c8e1a8,a32e95d326c2fd96605aeebf101cb10d25c88640ca72f569622b890ffadf96ee
FlowOnly,environment-hard-17,first,completed,true,success,0,0.051474,77080,70161,1967,826,09b6c1e3be8c847808c73de46a85d0e8f6126c8ae15009bf4fe573a7ac6ff45b,34b0edb9819a78fb572907da52f7ecf569b863eacafbfcd65332a0212b5d308b
FlowOnly,environment-hard-18,first,completed,true,llm_paraphrase,1,0.045203,46302,41787,2318,498,ca50023d6be0c5a6918ec8f8a67be66d793be53d4369bd630932392a71fd6b9e,797b3ec91b33e45cfb907e83b8663054af61360465a113011acbecb2f3e3ea73
FlowOnly,environment-hard-19,first,completed,true,success,0,0.053223,64409,58157,2424,816,c3f23b741e64aff3d78857855a6c2792416e08f76cae988d8d70bdb95f2501b5,a386d2590ad7066ce0d83c5a307679a428ee1ae1f679adfec4323c26f6d9ab2c
FlowOnly,environment-hard-20,first,completed,true,f1,0.6666666666666666,0.031044,45755,41352,1164,443,3332de4aa48fee96564e19b071e5eea6f4095a50f0073b0ea6e4ef32f02d18ed,35fc9206ca838ca929a3f131a99953c26b0376cd4cb36d43c4127a475d8d9162
FlowOnly,environment-hard-7,first,completed,true,success,1,0.027151,43128,39876,1056,428,20d55e37451b7692fa2daeb6ec4ac559b3449f23df5350fb9273313f98339f44,fb481e022f6fad6b6c414c3b7e5e9edf1c927bf043091b0ebcb676ee4175d486
FlowOnly,environment-hard-8,first,completed,true,success,1,0.044902,63162,55201,1495,393,dbee52cf73e6b5231746df7770016f70f572e4d0881abd8ab9a1514a9a4c697a,549525381bf2d2f53ad7f5b70fe651a1004203d3f29e40195c90f92807d1c0e2
FlowOnly,environment-hard-9,first,completed,true,f1,1.0,0.051874,88024,81719,1910,506,95dd329949af731ada464f2b36c5c5ce6aebe0346f90137d8fe11c18313597da,286160bd281b4f2844eedf93c48150679246feb3d1f82eb428b0e8428db97852
FlowOnly,legal-easy-10,first,completed,true,f1,1.0,0.018565,30203,28325,762,121,6cf6bc7901c27b47f73a3b8d824b0898c914d6b641f231e21e92e5480787d81c,77a7fbe2088958e43d2e1a7196da451b27ef5c2e11da5506bfa6f0aaf1b3fbc5
FlowOnly,legal-easy-11,first,completed,true,success,1,0.020338,41291,39100,678,129,7023f31819bee80b9450e6aec26bac2c98f79b293228fbc0501a8c8451254f3c,d3735d1f7d65ab0b02c9543b309ce09175549fb8b2e991745eae0d8a1f77129c
FlowOnly,legal-easy-12,first,completed,true,success,1,0.031508,63971,61068,1124,341,97ab427d6a581876ba70cc63648adfeb30df5bdeb5f4e8e65d3ed2f0bfcf7c95,c1ebf27eef73789303fdcb2a7a78b379f9eb8d06b345b3f9d303a4902e5a3f5a
FlowOnly,legal-easy-13,first,completed,true,success,1,0.030102,53973,50640,1109,270,36c908697abb0d64c8e730ed40094a73cd3ad1af9729c1e454a225032952de17,4da3f7e03358dfc20c105d52b1c2bde1e3e77aa7f52835c787df4d9808326fff
FlowOnly,legal-easy-19,first,completed,true,success,1,0.02581,41541,38938,1068,351,463c0a66f2b4dca7c441f5d6118d006b112f5ed477ab2b256a473f07ed31deed,ac490ac5bfc38aa458a71ace3594443d61cc01be8bcd59172a26dda83eaa36c0
FlowOnly,legal-easy-20,first,completed,true,success,1,0.020726,40940,38928,743,188,566973465bb4c80ad7f73ffa04c6e445b355d6598175e0c8431c5b65732b6397,34bcc9fd2d558a9a95933ab6cb9b1bde0dbd8e5490b11fb30ffa83fdfc2046a0
FlowOnly,legal-easy-21,first,completed,true,success,1,0.025104,51206,49162,932,500,79d8a8468013980d8d9b7d2eddbf9ea04f732a1baf0f8353f665a53484cdd778,31b4306aa64512f2fb281d4e5af7153945b68fbbf8dc6de718b3fbecfcad895d
FlowOnly,legal-easy-25,first,completed,true,llm_paraphrase,1,0.045344,93291,88312,1477,445,ab4c2b70fa9db7cb78b9cb480cb78c565a81885df847966578fd589ec487faf9,f59fedbb1439a51923073dc8ebcba7bfea808bfe850c708fd9d3965321152c6c
FlowOnly,legal-easy-26,first,completed,true,f1,1.0,0.026567,53349,50317,870,315,8515dd4bcdd663f3b615558c6a1498745a1684202c22dd256685467319d56eef,3e49332778888da810cfce1362ea1e601b77ebed812df12d34d66fee08d39d06
FlowOnly,legal-easy-27,first,completed,true,success,1,0.019089,40505,38647,637,170,1bbd38a23bf54154845dc68ea0e2fdce6d8c4008d6894e965011aebaf150e481,b733b928ed0e792ed1810b74074c410c96135f5f060d820c9917879c3de8d651
FlowOnly,legal-easy-3,first,completed,true,rae_score,1.0,0.015798,29927,28189,557,182,402a87ebee9aa686af53fbbd2635185a4626df46cf496e843c040616de69dbdd,ce6f4d1f65883d0cb87cdc0fed9534552d3f6c7b14cf38eb29a71adf76c43959
FlowOnly,legal-easy-4,first,completed,true,success,1,0.018124,41327,38950,465,106,7ebe4baafb5fa9fd4f7f65710a32af86b873d0321d1af83c5a6ae83251daefaa,8a8392c533433c22ebf496a5771df6fe9e0ced19a3935f101fe3445522457702
FlowOnly,legal-easy-5,first,completed,true,success,1,0.029093,63489,60607,934,201,135e40612895448a43cd0cd29f1f1f3bcd4175abd44b53b9e46f05426292e9f2,58930a83333543a3a3061f773e0d9bec23aacc74ed69212e5f32344865b5858b
FlowOnly,legal-easy-9,first,completed,true,success,1,0.020072,29949,28139,902,175,85a2c35a8ca375af69a38d1602f800ecbbe390dee2145a5517b1ec70bce58f6a,4dff8937ee4bc502977620113cda50703b410904bea395119a4edff97490b463
FlowOnly,legal-hard-1,first,completed,true,success,1,0.051077,71196,65784,2258,873,12c49911df85d7949b9f5882dbb676e91f9f7fc702c326ba04c641a5bf95bbf7,4f4e3f0e0645fc4b13ed01534d12fe333f216e660dbd5cbd3dd4173a006da46c
FlowOnly,legal-hard-14,first,completed,true,f1,1.0,0.042849,70490,65437,1638,489,612b94a8fe2b05a57bcdfedb1ddd7ea8fb9b81b6201edd44795adb53138ac59a,2914cf2b467845b46688af3f63fa25d7fc7845ff78c8d808db5ca64f14a0d9f4
FlowOnly,legal-hard-15,first,completed,true,success,0,0.016217,29976,28117,573,228,456081dcec4f95e550a68e3e4aee7211eb5e5b298ababa6ce21ae6c84c7719e8,aaa692bb37c5e45ab32a2a9d4a1875f4db6f0b34ca0581848c8e49c33cdb949d
FlowOnly,legal-hard-16,first,completed,true,success,1,0.025621,41513,38805,1037,323,75ad40aaa593cea87e94efcc269a369d0f1a203d09d226dae20fb7cd039710a1,f1b504f2e45b37cdafc2f9476c3d8a38a894692322f88bad138ad2ccf01bf7ff
FlowOnly,legal-hard-17,first,completed,true,success,0,0.020802,31379,28909,840,195,6b0281ad8f0f09d6dc4cf99cd6101043a34de7b565192f1ba32fba6eb0ee4fd8,511ef9db11c7a8d91ee3ac75c85f6609b5cc366eb50c5bc4259459ed229deaf7
FlowOnly,legal-hard-18,first,completed,true,success,0,0.043677,47801,42347,2025,779,7d77c5e52e955783c1bd0660f90e5b88e2ab9645c0ea01d3ada3bb05312d5f1c,d5eb09aa030537fcadc6b6a0c1b37ba8877abc792dfb05db621586d7cf3ffa88
FlowOnly,legal-hard-2,first,completed,true,llm_paraphrase,0,0.035358,55679,52089,1480,507,e04fc048a878efa48aaa27780ec15b7b3ee7aa97d48aed19e43a72a77bec0b3c,b679bad22fc2155c24d20a25b35c4892f268ba1b85bdbf9a6142d457de6de08d
FlowOnly,legal-hard-22,first,completed,true,success,0,0.029495,44191,40795,1212,430,9f45e0aa20c38fc6ee3733c98806e50fe7f9aa63df0060a6e2f533a20293684f,e1fdf0846690b50a1f92d589ad1557dcf4562a5c813c32b81b33d7b8f3d824c5
FlowOnly,legal-hard-23,first,completed,true,llm_paraphrase,1,0.04014,58854,54140,1657,383,7a7621ddffe2a41e53fbbd65672ba98c922af829fe56fb51b4971de2ef1cb754,92109670f16c6665379285ec8ff0b90792f399ba0488a9df710eba73d37cf930
FlowOnly,legal-hard-24,first,completed,true,success,1,0.045985,61197,55963,2027,497,5f1a9dcc59e47da469c717069e4c7a172b8d986d5d212c970096a048017d12c7,ea396038fc2ec15ddcc6bb3ea33f2aee89538079f7c21a880ad0709558321bc2
FlowOnly,legal-hard-28,first,completed,true,success,1,0.031138,55341,52058,1180,382,03605b0ace3ba2d7b79a3266b299b9cf2de474f47d4afd4f1c99418b5ae0ab49,837de0019cc1349f9b883220941785715725aadbc2401445b46ff42f427a7571
FlowOnly,legal-hard-29,first,completed,true,success,1,0.043915,65808,62196,2021,891,e301d172ba3953378e2a7d029428da816fb118a65a2b215da8d8e86f2855674e,7c225f20ea2ae969114176dc74ce8189ee6e9ec6880c78a8a9ae72cbb2d8fe6e
FlowOnly,legal-hard-30,first,completed,true,success,1,0.032526,44304,40870,1457,317,70f17d987631a16e885a188b37cbee053e6be26e74de7e272451f9fa65433ee3,9f5186b930e1b61f4ef676e22be8a553098b1aa4c713a91020b048e959a61bc9
FlowOnly,legal-hard-6,first,completed,true,success,1,0.015362,29630,28088,555,147,a1766b1590e3bfcfb42d63fe9a8d87332444c6a5c9ac7a7c345c5f7447d1fbb8,ca30e208e379023914e7913e28bc1d672f3f349c9ac6ff87f39a3fc665c5aa45
FlowOnly,legal-hard-7,first,completed,true,success,1,0.026847,53258,50847,988,202,a3008129f86f2eb9f58036bc6d53e0048105e8599a950788030095697e937bbc,86f410622ecbd15a106a332b81cc1da3428c3f71ef20cecdd59c568e74de1a02
FlowOnly,legal-hard-8,first,completed,true,success,1,0.030216,56449,52408,971,178,bdc3cb90c05be40a6bb62dc0532d6639b4335447b111e13a343ba292f4eaa361,4c54dbe7934dca5212528e7bf63419176a5a6d3e5c118c10e035349a63a94f61
FlowOnly,wildfire-easy-1,first,completed,true,success,1,0.015774,30101,28189,526,8,d4597929fdd58558aa2892d405d8f23994e26ddfb6952e7b8fff9d0ab75015f0,ef8ef4bd13cc4a6a7ea33deeed9df386c51c8940a3c848d4e3e44b693956049c
FlowOnly,wildfire-easy-13,first,completed,true,llm_paraphrase,1,0.005173,18732,18726,118,43,6101b11547a45f22778378d0a1b37bc94074b505819b9ae343da5af8a44ec4cc,9831b93c78bb2b1d2a528a498ee0b44703062af58c3e75dff6a00b96681fe6ca
FlowOnly,wildfire-easy-15,first,completed,true,success,1,0.033374,66083,63018,1220,567,40085d8a9573cc487f01a74ade39a06a94b7fd3493ff65ad32c13dd900d3c37a,ae142d5b366d85cecce79f09a06aa9922b9f9fbba0f231eae5a0026559671677
FlowOnly,wildfire-easy-2,first,completed,true,success,1,0.033176,52992,49869,1413,352,aad0919b9e09cd2f5f75cb748a8bed77f05046cfbded0f495e8a272f96418a64,c8eb8276028ea02e42e4fbb37bd49c54cabb6bff87faf5452e44a943fdc3fca0
FlowOnly,wildfire-easy-3,first,completed,true,f1,1.0,0.069973,115771,110574,3122,1159,ec8af02b64ec83c253a06050922d82c6558f2d04b665af3bba0276b36ea42559,ff6d95d584f54a40a6c0ce19e6b6cdb56ed9958a273baad073c6315c509b1c17
FlowOnly,wildfire-easy-8,first,completed,true,success,1,0.017534,39883,38360,568,204,069facf5a43da19cd7c46520d096381aa57999ed9560b10e9e3790a9a26b7b44,d6ff06466ede32d14d8d039b3be09d521b30b9060cfe96cada3e8efe912d3188
FlowOnly,wildfire-easy-9,first,completed,true,rae_score,0.9076923076923077,0.01511,29726,28221,538,154,0b34420708e98b82ed4dee5707f0fc9cb8d12b1c8cc0ad7b03df03758d9351ec,7fde5c2ccb2c8535129f7bd51f6dd178cebf915363212293de52716d651babba
FlowOnly,wildfire-hard-10,first,completed,true,success,1,0.015891,31522,29216,453,69,a9422a8e13856b6964886a9663d47f27ea8e661e46e2146dd8cebfa47415c4a0,2596885c5d0a6e80e48c8c12af6ba36206930a8869af26436c577f45fa4f013e
FlowOnly,wildfire-hard-11,first,completed,true,success,1,0.018072,41288,39029,479,82,0d395ca154ec8a0696857d1ff2d5f93cb2ddb1520c244faa01b2d7a4464a5716,cd49669385266897db2cd834cf9ee127008c142161d909f5ee9063f893a95aa0
FlowOnly,wildfire-hard-12,first,completed,true,llm_paraphrase,1,0.028495,64843,62404,928,368,e123e5fc6902061a661260cdd5fafbf378ee3d7271c6ec4c865663652c51fe55,388051a8b493d6cd114c4717a070ad88be8a77b08ac6279ba52f17166e61f6fd
FlowOnly,wildfire-hard-14,first,completed,true,rae_score,0.7386363636363636,0.01899,31271,29009,722,127,d69d55603e6fb674a69e4431d634cfbb8438aa4c75764e755a1a643e36181fcd,c5412caaa08a672fbfc702d05e1e67e2386a8648c6312263b381d5aa925ab569
FlowOnly,wildfire-hard-16,first,completed,true,f1,1.0,0.043741,86841,81363,1376,417,c3793e04421bffb74a42fcf1187f98ff0133124fb38bb60da8bcad7a12dd720e,65141cfc4e4a1dfd6a177f530b8605ed4ebf782955e620d3a5714d8c40509208
FlowOnly,wildfire-hard-17,first,completed,true,rae_score,0.7614431624739929,0.02127,54662,51692,416,59,52dbb4a387d7438fef26132392d46fde4774e28c0b2c44b077321ea97b2ee8a3,e46fd980058e98e0fb2ad30333947057d1c283b57cc065921825a0e68c8b457a
FlowOnly,wildfire-hard-18,first,completed,true,llm_paraphrase,0,0.027696,42707,39872,1171,461,5a37400a88a3351d89b6334f18a3d5a80b2fb53087102fff11477e6ab6d2a338,321b9d70c79ce608bab05c37f8407c96051655e4e03993318bde32d45b145fa1
FlowOnly,wildfire-hard-19,first,completed,true,rae_score,0.5,0.071874,92713,85678,3389,1247,d6dad83d24e9de08aa9f1ac3e0d58f9b21888e5e8b29da27a4ed921546a9659b,cbb253c2b88c671136448f680d8aa3b3ebdb4aca5a812a8bcf7eb60adfe0de85
FlowOnly,wildfire-hard-20,first,completed,true,success,1,0.031754,56442,52759,1153,404,acb6d9593d4829800f4f98c7f3b2e1726c85bdf27f1e6bc200e4c2f1cdb254d4,60f18604e0400474e9417fb6f8dc09f2541ce5ee5ff1c1372e600497a0ed2e85
FlowOnly,wildfire-hard-21,first,completed,true,f1,0.6666666666666666,0.055216,102060,96291,2035,884,bfa25feede64ded322781d0a800768ffe8acb5f1be0bc90ca36b5fde9124580b,2a496aafe06d352697a48fd511b5d7a1766274c9207f4801882af0b9995fa488
FlowOnly,wildfire-hard-4,first,completed,true,success,1,0.020519,32040,29094,734,92,3b2cd834d7c15dbe1492dd0eb1c2a429b930196075ccb4e7f16fb071940b83e6,7f04f857594db6a28608749d5cfdccd5715c74b2c7a203655168988f3dd9fb91
FlowOnly,wildfire-hard-5,first,completed,true,success,1,0.03665,69680,64828,1165,345,0d5fb18aecaed4aa4f8d164dc46262ebbec7be0f4336698e0a22428b5dc3e7c1,3288cf5bdacd55569996ad7493b287d8ddbe6efa994a51f3cb62f54e72517d1a
FlowOnly,wildfire-hard-6,first,completed,true,rae_score,1.0,0.037109,57069,52267,1421,451,923468b207227a41ccb958c44905a70a1cb084a6bb953949fbc808b9fbe5bb39,e9e3dff03b64d78b3510b6ddea93fe3d55e06e02a3bd8a053c265f5506e04d39
FlowOnly,wildfire-hard-7,first,completed,true,llm_paraphrase,1,0.043052,46811,42281,2128,197,0357805458a10593245497db6bcb4387eb72afe948994b203bfb58ff5a7e5016,18670adc551e51da1db39e702e2bf40bdd4c759c8dd8776d662f940e69c89142
Combined,archeology-easy-10,first,completed,true,success,1,0.010672,29095,27899,225,45,c0584e803927db8916f7f9c2f20647851ff17883b9f41b5580fb8d95662d8afa,d084e4b72918ae46fed69fa899e5088b4ef17d940d4b3744b285417ffa833cfc
Combined,archeology-easy-11,first,completed,true,success,1,0.015106,29352,27961,561,291,766197ea421f96cca0657cc27a174f40e3568ee8764c93bdc17302a05708d174,ac7eddce88573d5f9661e8a22ad9e454ac7d55f7c41686437ec3a3df58fc830e
Combined,archeology-easy-3,first,completed,true,success,1,0.018554,40516,38630,588,70,ef0038c18ab97cb14539e27b0a553871de69b072cfb3bef46691bb33cc98f91d,b54e744251d275682ebef65d488af019cf6cc66f696125868b125023186654a4
Combined,archeology-easy-4,first,completed,true,success,1,0.045138,91706,87599,1617,621,dcf20e87bdec7a0e1a76a0e44bd44ac77a81581528babcb6c7d68d8984c026d6,767be434bd0a6f44539b32fdb0b664ba6654c4101100ac1e727bd860d1393971
Combined,archeology-easy-6,first,completed,true,success,1,0.010781,29187,28054,242,9,f58a5e10acc93c0ed6fcc938981876b60359c4ff17c65eca30d27d09af2fb8d5,9a025c99d120cffc5efc9df15787387fce769d17dd8733495d51cde32e5408ab
Combined,archeology-easy-8,first,completed,true,success,0,0.012601,29151,28043,398,149,50e8ac09b06d1bd5a37a0a0f0d647afdb9b05a648668904ef65d583d1df6e270,700b56ab750da42cf1cefc5cbd49a8035b81be53c8ff2883d14831cc74af2d89
Combined,archeology-hard-1,first,completed,true,success,0,0.06268,111937,105312,2364,1077,e0fc3b1a27b5d00db832451bec928a4d5fe4ebb6d9de8bd1d1dd3f0f48be8f76,78462b665b3627860eaa79abb3f1bb8a63390003fd3f07b2023d676238f325e4
Combined,archeology-hard-12,first,completed,true,success,0,0.021727,43262,40345,652,341,0d75867db217ef3c96c0ad2ec8162f236fc6e9fc49f543f460318589bbf24fbe,9f39d2367b2d8a38e48501fd8e91d40c0e9f61c95aa44513c073b27f4ab6af79
Combined,archeology-hard-2,first,completed,true,success,0,0.031644,64531,61148,1054,320,7674d287da5fa967029a5e90491fcc862faad82052456c1e1321b878ed9fd8d0,c7c7ebc5ec8b1523724f7e0e445f17b411ab5ea30a7fd88b9059e0302124a980
Combined,archeology-hard-5,first,completed,true,success,0,0.063424,104277,96761,2420,658,343be0c3fd925e4367812ed4c9d2350bad9a9ebe1b6e4164d27f8193efca6dad,29dea018a2a338745bf49e6d297d8997f6a1e2ffe6e5bf3c8558a27b7842a94f
Combined,archeology-hard-7,first,completed,true,success,0,0.029134,42374,39630,1310,516,05e95d753efdd4c0e59d189b1aa71460a16e5553ae2858ba56784f989e106d1f,0eb51b4f68053fc842236bdf12c4eb63f368852fd5385b6cc4db8ab29db20c79
Combined,archeology-hard-9,first,completed,true,success,0,0.047298,56318,51872,2336,662,bba1ec068e861a44cae595e5e18707e5dd0a9d181a34e9a918f1e83159cca730,191730d612d3c631d37b03e6352a56503cfc01e6aeea80ac9bf8cd3e6f333511
